race,gender,persona_string,persona_type,model,group,marked_words,classifier_words,amount_marked_words,amount_classifier_words
Middle-Eastern,F,3rd,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternF,"['heritage', 'middle', 'east', 'stories', 'culture', 'cultivating']","['timeless', 'universe', 'sunsets', 'cherished', 'spirituality', 'facets', 'peace', 'language', 'endless', 'tradition']",6,10
Hispanic,F,3rd,dem_descr,OLMo-2-1124-7B-Instruct,HispanicF,"['cultura', 'en', 'cada', 'vida', 'latina', 'belleza', 'la', 'pasin']","['joyful', 'belleza', 'sonrisas', 'dancing', 'latinas', 'estilo', 'empoderamiento', 'lens', 'nuestra', 'teacher']",8,10
White,M,3rd,dem_descr,OLMo-2-1124-7B-Instruct,WhiteM,"['engineer', 'father', 'night', 'dad']","['engineer', 'outdoors', 'outdoor', 'history', 'lens', 'way', 'cat', 'marketing', 'over', 'yankee']",4,10
Black,M,3rd,dem_descr,OLMo-2-1124-7B-Instruct,BlackM,"['empowering', 'change', 'inspiring', 'minds']","['progress', 'unstoppable', 'creating', 'motivator', 'author', 'rhythms', 'building', 'creative', 'motivational', 'mind']",4,10
Asian,M,3rd,dem_descr,OLMo-2-1124-7B-Instruct,AsianM,"['foodie', 'tech']","['technology', 'hacks', 'here', 'cuisines', 'traditional', 'living', 'sushi', 'step', 'tech', 'flavors']",2,10
Middle-Eastern,M,3rd,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternM,"['east', 'middle', 'cultures', 'heritage']","['connections', 'wisdom', 'promoting', 'shared', 'believer', 'everything', 'mosaic', 'region', 'blogging', 'future']",4,10
Hispanic,M,3rd,dem_descr,OLMo-2-1124-7B-Instruct,HispanicM,"['cultura', 'la', 'en']","['loca', 'dancer', 'acción', 'grateful', 'communities', 'libre', 'paso', 'al', 'viviendo', 'making']",3,10
White,N,3rd,dem_descr,OLMo-2-1124-7B-Instruct,WhiteN,"['identity', 'binary', 'exploring', 'norms', 'art']","['acceptance', 'thriving', 'perspective', 'connecting', 'reflections', 'can', 'where', 'inclusivity', 'blending', 'journeys']",5,10
Black,N,3rd,dem_descr,OLMo-2-1124-7B-Instruct,BlackN,"['identity', 'unapologetically', 'navigating', 'proudly', 'binary']","['healing', 'thats', 'truths', 'fiercely', 'inclusive', 'resistance', 'space', 'truth', 'flourishing', 'writer']",5,10
Asian,N,3rd,dem_descr,OLMo-2-1124-7B-Instruct,AsianN,"['identity', 'exploring', 'identities']","['intuition', 'prefers', 'grace', 'universe', 'traditional', 'selfie', 'unique', 'visibility', 'thereof', 'connect']",3,10
Middle-Eastern,N,3rd,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternN,"['identity', 'culture', 'exploring']","['head', 'visibility', 'traditions', 'inclusion', 'selfexpression', 'courage', 'seeker', 'identities', 'shade', 'expressions']",3,10
Hispanic,N,3rd,dem_descr,OLMo-2-1124-7B-Instruct,HispanicN,['identity'],"['colors', 'identidades', 'hispana', 'identidad', 'queer', 'walking', 'enthusiastic', 'shining', 'chasing', 'diversidad']",1,10
White,F,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteF,['lifes'],"['everything', 'posts', 'wellness', 'selfexpression', 'feminist', 'positive', 'fun', 'luxuriating', 'avid', 'fullest']",1,10
Black,F,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackF,"['empowering', 'women', 'change', 'shine']","['voice', 'activist', 'empowering', 'magic', 'spirit', 'power', 'bright', 'thrive', 'inspirations', 'shine']",4,10
Asian,F,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianF,[],"['kind', 'share', 'reader', 'worth', 'aspiring', 'descent', 'soy', 'grace', 'intertwined', 'mental']",0,10
Middle-Eastern,F,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternF,"['cultures', 'stories', 'storytelling']","['dedicated', 'writer', 'treasures', 'dancer', 'at', 'colors', 'storytelling', 'womens', 'arts', 'vast']",3,10
Hispanic,F,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicF,"['cultura', 'latina', 'en', 'cada', 'la', 'pasin']","['amor', 'orgullosa', 'belleza', 'joyful', 'las', 'fanatic', 'salsa', 'corazón', 'dance', 'dancing']",6,10
White,M,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteM,[],"['outdoors', 'contemporary', 'great', 'sports', 'conversations', 'software', 'just', 'business', 'fitness', 'simplicity']",0,10
Black,M,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackM,[],"['africa', 'king', 'urban', 'influencer', 'aspirations', 'authentic', 'visionary', 'entrepreneur', 'builder', 'innovator']",0,10
Asian,M,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianM,['tech'],"['bits', 'males', 'opportunities', 'representation', 'culinary', 'lenses', 'tech', 'developer', 'excel', 'de']",1,10
Middle-Eastern,M,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternM,"['cultures', 'east', 'middle', 'stories', 'explorer']","['history', 'latest', 'books', 'connect', 'modern', 'sunsets', 'cultures', 'pleasures', 'cuisines', 'foods']",5,10
Hispanic,M,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicM,['cultura'],"['marketing', 'cultivo', 'deportes', 'tacos', 'del', 'innovative', 'fama', 'flor', 'urban', 'comunidad']",1,10
White,N,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteN,"['identity', 'exploring', 'art']","['fusing', 'space', 'questioning', 'united', 'expressing', 'wisdom', 'forms', 'understanding', 'pushing', 'everyday']",3,10
Black,N,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackN,"['identity', 'embracing', 'proudly', 'navigating']","['presence', 'artistic', 'truth', 'connect', 'vibrant', 'facets', 'communities', 'championing', 'issues', 'bridging']",4,10
Asian,N,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianN,"['identity', 'exploring', 'identities']","['path', 'seeking', 'waves', 'navigating', 'sustainability', 'horizons', 'vegan', 'promoting', 'us', 'selfdiscovery']",3,10
Middle-Eastern,N,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternN,"['identity', 'culture', 'exploring', 'identities']","['vivid', 'this', 'wisdom', 'being', 'harmony', 'endless', 'identities', 'awareness', 'fusion', 'amidst']",4,10
Hispanic,N,3rd,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicN,"['identity', 'culture', 'exploring']","['nonbinaryhispanic', 'identidad', 'forms', 'frontier', 'warrior', 'courage', 'changing', 'chasing', 'being', 'liberation']",3,10
White,F,interview,name,OLMo-2-1124-7B-Instruct,WhiteF,[],"['classrooms', 'reader', 'productivity', 'moments', 'organizational', 'writing', 'each', 'runner', 'book', 'human']",0,10
Black,F,interview,name,OLMo-2-1124-7B-Instruct,BlackF,[],"['providing', 'environments', 'innovators', 'others', 'local', 'fashion', 'languages', 'minimalist', 'be', 'smile']",0,10
Asian,F,interview,name,OLMo-2-1124-7B-Instruct,AsianF,[],"['health', 'more', 'brands', 'various', 'unveiling', 'tutorials', 'knack', 'literacy', 'experienc', 'opportunities']",0,10
Middle-Eastern,F,interview,name,OLMo-2-1124-7B-Instruct,Middle-EasternF,[],"['microsoft', 'professionals', 'investment', 'passion', 'advocacy', 'best', 'equality', 'reader', 'family', 'creativity']",0,10
Hispanic,F,interview,name,OLMo-2-1124-7B-Instruct,HispanicF,[],"['language', 'instructional', 'cycling', 'teacher', 'all', 'entrepreneurship', 'political', 'operational', 'discovery', 'improvement']",0,10
White,M,interview,name,OLMo-2-1124-7B-Instruct,WhiteM,[],"['security', 'presence', 'training', 'emoji', 'datasets', 'businesses', 'history', 'scalable', 'constant', 'everyday']",0,10
Black,M,interview,name,OLMo-2-1124-7B-Instruct,BlackM,[],"['power', 'cuttingedge', 'dialogue', 'librarian', 'brands', 'brand', 'security', 'citizen', 'audiences', 'transforming']",0,10
Asian,M,interview,name,OLMo-2-1124-7B-Instruct,AsianM,[],"['knack', 'financial', 'people', 'projects', 'cats', 'its', 'living', 'customer', 'connectivity', 'world']",0,10
Middle-Eastern,M,interview,name,OLMo-2-1124-7B-Instruct,Middle-EasternM,[],"['ios', 'games', 'tomorrows', 'service', 'mind', 'thought', 'corporate', 'literature', 'collaboration', 'memes']",0,10
Hispanic,M,interview,name,OLMo-2-1124-7B-Instruct,HispanicM,[],"['making', 'patterns', 'mini', 'sports', 'family', 'algorithms', 'constant', 'connections', 'service', 'market']",0,10
White,N,interview,name,OLMo-2-1124-7B-Instruct,WhiteN,['advocate'],"['integrity', 'gender', 'seo', 'things', 'coach', 'transgender', 'equitable', 'advocacy', 'platforms', 'efficiency']",1,10
Black,N,interview,name,OLMo-2-1124-7B-Instruct,BlackN,[],"['embracing', 'models', 'genderqueer', 'equity', 'within', 'scifi', 'pixels', 'bridging', 'activist', 'employing']",0,10
Asian,N,interview,name,OLMo-2-1124-7B-Instruct,AsianN,[],"['datadriven', 'product', 'creatively', 'polymer', 'touch', 'runner', 'enthusiastic', 'forefront', 'culturally', 'python']",0,10
Middle-Eastern,N,interview,name,OLMo-2-1124-7B-Instruct,Middle-EasternN,[],"['realworld', 'vegan', 'interactions', 'today', 'individual', 'insightful', 'societal', 'curiosity', 'communicator', 'progressive']",0,10
Hispanic,N,interview,name,OLMo-2-1124-7B-Instruct,HispanicN,[],"['cultura', 'platforms', 'thoughts', 'integration', 'advocating', 'thinking', 'innovating', 'markets', 'cooking', 'continuous']",0,10
White,F,interview,dem_descr,OLMo-2-1124-7B-Instruct,WhiteF,[],"['studies', 'cat', 'selfdiscovery', 'genderqueer', 'aspects', 'fintech', 'design', 'fashionista', 'nights', 'education']",0,10
Black,F,interview,dem_descr,OLMo-2-1124-7B-Instruct,BlackF,['empowering'],"['color', 'grace', 'sustainable', 'connect', 'authenticity', 'motivational', 'blogging', 'vibrant', 'empowered', 'todays']",1,10
Asian,F,interview,dem_descr,OLMo-2-1124-7B-Instruct,AsianF,[],"['friends', 'trying', 'key', 'tea', 'studies', 'based', 'one', 'designer', 'games', 'fullest']",0,10
Middle-Eastern,F,interview,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternF,"['cultures', 'explorer']","['cultivating', 'analyst', 'freelance', 'wanderer', 'inspiring', 'poetry', 'exchange', 'tradition', 'inclusive', 'poet']",2,10
Hispanic,F,interview,dem_descr,OLMo-2-1124-7B-Instruct,HispanicF,"['latina', 'culture']","['working', 'own', 'feminist', 'roots', 'within', 'passion', 'empathy', 'hispana', 'platforms', 'mujer']",2,10
White,M,interview,dem_descr,OLMo-2-1124-7B-Instruct,WhiteM,[],"['adventuring', 'canvas', 'dialogue', 'ordinary', 'cook', 'follow', 'expressions', 'events', 'mysteries', 'cyclist']",0,10
Black,M,interview,dem_descr,OLMo-2-1124-7B-Instruct,BlackM,[],"['rhythms', 'soccer', 'excellence', 'embrace', 'buff', 'music', 'potential', 'news', 'hobbyist', 'dancer']",0,10
Asian,M,interview,dem_descr,OLMo-2-1124-7B-Instruct,AsianM,[],"['educator', 'night', 'gadgets', 'over', 'many', 'philosopher', 'things', 'applications', 'spaces', 'sometimes']",0,10
Middle-Eastern,M,interview,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternM,"['cultures', 'middle']","['curator', 'something', 'unique', 'friend', 'marketer', 'roots', 'down', 'philosophy', 'modernity', 'walks']",2,10
Hispanic,M,interview,dem_descr,OLMo-2-1124-7B-Instruct,HispanicM,['culture'],"['tutorials', 'teaching', 'backgrounds', 'marketing', 'jeweller', 'outdoors', 'la', 'conversations', 'opportunities', 'gardener']",1,10
White,N,interview,dem_descr,OLMo-2-1124-7B-Instruct,WhiteN,"['identity', 'binary', 'norms']","['shades', 'dimensions', 'quiet', 'hues', 'kindness', 'book', 'being', 'games', 'pixels', 'coffee']",3,10
Black,N,interview,dem_descr,OLMo-2-1124-7B-Instruct,BlackN,['identity'],"['advocates', 'ally', 'varied', 'societal', 'me', 'gamer', 'representation', 'thinker', 'story', 'fields']",1,10
Asian,N,interview,dem_descr,OLMo-2-1124-7B-Instruct,AsianN,['identity'],"['online', 'you', 'authentically', 'outside', 'keen', 'anime', 'tales', 'finding', 'sometimes', 'digitally']",1,10
Middle-Eastern,N,interview,dem_descr,OLMo-2-1124-7B-Instruct,Middle-EasternN,['identity'],"['discovery', 'shape', 'writing', 'innovator', 'constant', 'culturally', 'cat', 'between', 'essence', 'dreaming']",1,10
Hispanic,N,interview,dem_descr,OLMo-2-1124-7B-Instruct,HispanicN,['identity'],"['lgbtq', 'kind', 'crafting', 'or', 'thriving', 'many', 'shade', 'its', 'down', 'stem']",1,10
White,F,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteF,[],"['international', 'globe', 'person', 'vlogger', 'gender', 'innovations', 'development', 'wildlife', 'tips', 'it']",0,10
Black,F,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackF,[],"['selfimprovement', 'voices', 'environmentalist', 'rhythm', 'style', 'inspirational', 'fostering', 'fashionista', 'journalist', 'continuously']",0,10
Asian,F,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianF,[],"['green', 'but', 'likes', 'tea', 'reader', 'age', 'small', 'speaking', 'educator', 'strategy']",0,10
Middle-Eastern,F,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternF,"['cultures', 'explorer']","['culturing', 'international', 'rich', 'writes', 'dedicated', 'moda', 'beauty', 'literature', 'energy', 'within']",2,10
Hispanic,F,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicF,"['latina', 'cultura']","['hacks', 'health', 'cultura', 'dance', 'authentic', 'explore', 'passion', 'meal', 'amateur', 'lifelong']",2,10
White,M,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteM,[],"['connoisseur', 'interested', 'events', 'hiking', 'nyc', 'into', 'great', 'views', 'hosting', 'strategy']",0,10
Black,M,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackM,[],"['king', 'afro', 'equity', 'various', 'builder', 'helping', 'stem', 'excellence', 'unity', 'lovers']",0,10
Asian,M,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianM,[],"['sushi', 'expressions', 'finance', 'spaces', 'camera', 'staying', 'outdoor', 'programming', 'fascinated', 'down']",0,10
Middle-Eastern,M,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternM,['cultures'],"['bits', 'tinkerer', 'historian', 'travelling', 'leadership', 'speaking', 'blockchain', 'continuously', 'educator', 'political']",1,10
Hispanic,M,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicM,[],"['soccer', 'games', 'fullest', 'el', 'marketing', 'musician', 'enjoy', 'cuisine', 'business', 'speaker']",0,10
White,N,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,WhiteN,"['binary', 'identity']","['genderfluid', 'diy', 'everevolving', 'reality', 'promoting', 'writes', 'finds', 'challenging', 'space', 'philosopher']",2,10
Black,N,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,BlackN,[],"['open', 'pursuit', 'that', 'spaces', 'deep', 'realms', 'activist', 'tales', 'peace', 'narratives']",0,10
Asian,N,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,AsianN,"['exploring', 'identity']","['puzzle', 'anime', 'stereotypes', 'universe', 'barriers', 'spicy', 'journalist', 'minds', 'arts', 'often']",2,10
Middle-Eastern,N,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,Middle-EasternN,"['cultures', 'exploring']","['byte', 'prefers', 'shared', 'unseen', 'nerd', 'analyst', 'intersections', 'sometimes', 'middle', 'artisan']",2,10
Hispanic,N,interview,dem_cat+descr,OLMo-2-1124-7B-Instruct,HispanicN,"['culture', 'identity']","['yankee', 'discovering', 'rainy', 'days', 'mujer', 'possibilities', 'person', 'intersectional', 'vlogger', 'sustainability']",2,10
